ad_source,campaign_name,clicks,conversions,cost_per_click,return_on_ad_spend
Google Ads,Visionary eco-centric Graphical User Interface,,458.0,1.5,4.91
TikTok,Persevering web-enabled approach,4087.0,,4.59,4.68
Google Ads,Fundamental high-level benchmark,6827.0,4792.0,,2.47
TikTok,Sharable neutral ability,1140.0,,1.66,2.28
Google Ads,Devolved mission-critical definition,6486.0,2802.0,1.6,1.59
Instagram,Pre-emptive grid-enabled Graphical User Interface,7649.0,3417.0,2.86,2.94
Google Ads,,4129.0,1739.0,0.3,1.03
Google Ads,De-engineered fresh-thinking Graphic Interface,7553.0,2975.0,,1.16
TikTok,Expanded dedicated hardware,1269.0,1494.0,2.15,3.42
Facebook,Distributed national workforce,,4950.0,1.4,
Facebook,Profound zero-defect capacity,1243.0,1309.0,1.47,2.3
TikTok,Ameliorated grid-enabled superstructure,2380.0,3862.0,2.93,4.46
,Total context-sensitive algorithm,8682.0,2539.0,3.66,4.84
,Upgradable heuristic capacity,3195.0,2570.0,1.87,1.44
Google Ads,Secured holistic hardware,2298.0,430.0,1.73,4.1
TikTok,Pre-emptive system-worthy moderator,5554.0,4646.0,4.78,
Facebook,Mandatory web-enabled installation,3234.0,,0.54,2.85
TikTok,Triple-buffered interactive knowledge user,1751.0,4103.0,4.53,1.23
Instagram,Multi-lateral explicit collaboration,3713.0,4163.0,,3.09
Facebook,Implemented zero tolerance framework,1124.0,2664.0,2.94,2.58
Instagram,Quality-focused multi-state service-desk,4318.0,3596.0,3.64,4.91
Google Ads,Re-contextualized asymmetric matrices,842.0,4656.0,4.11,1.63
Facebook,Switchable static product,8088.0,112.0,3.96,
TikTok,Reverse-engineered hybrid migration,5256.0,4578.0,4.18,1.22
Instagram,Proactive analyzing support,1705.0,1578.0,2.77,1.75
,Ameliorated human-resource forecast,5480.0,3422.0,2.19,1.19
Facebook,User-friendly responsive array,8580.0,1075.0,4.4,2.73
Instagram,Synchronized secondary projection,5576.0,3982.0,3.63,3.4
Instagram,Upgradable global benchmark,8183.0,1791.0,0.88,3.63
TikTok,Organic exuding focus group,3345.0,,2.25,4.53
Google Ads,Secured attitude-oriented collaboration,3875.0,1519.0,,1.95
Google Ads,Multi-channeled local time-frame,1524.0,2014.0,,3.46
TikTok,Decentralized needs-based service-desk,1829.0,4782.0,3.04,3.84
Instagram,Triple-buffered multi-tasking customer loyalty,2155.0,3618.0,4.97,1.64
TikTok,Diverse regional portal,2084.0,4987.0,1.98,3.51
Instagram,Open-source intangible infrastructure,1072.0,3076.0,2.47,
Google Ads,Public-key non-volatile Internet solution,8603.0,4944.0,4.96,4.83
Google Ads,Robust contextually-based matrices,1488.0,4402.0,3.38,3.34
,Customizable mission-critical software,4606.0,3081.0,2.08,3.4
,,8887.0,2325.0,0.43,4.86
,Down-sized web-enabled database,4741.0,772.0,1.66,3.22
Instagram,Grass-roots dedicated instruction set,799.0,2686.0,1.56,3.86
TikTok,Upgradable motivating capacity,1525.0,3318.0,3.61,3.0
Google Ads,Total systematic product,6673.0,1341.0,0.17,3.58
Instagram,Cross-group systematic migration,4530.0,1506.0,2.09,3.89
Instagram,Team-oriented regional matrix,3618.0,2412.0,0.77,3.87
Instagram,Balanced interactive circuit,7266.0,4351.0,4.39,4.38
Facebook,Horizontal demand-driven complexity,4190.0,,1.27,
,Reduced hybrid archive,3277.0,533.0,0.93,4.96
TikTok,Organized methodical contingency,9812.0,701.0,0.69,1.63
Instagram,,481.0,2816.0,1.62,2.47
Google Ads,,4047.0,,0.76,1.6
Google Ads,Grass-roots static definition,9047.0,4380.0,,2.22
Google Ads,Progressive bi-directional challenge,3899.0,2657.0,,2.55
,Phased context-sensitive array,8687.0,1328.0,1.71,1.73
Google Ads,Sharable foreground implementation,7643.0,684.0,2.95,2.72
TikTok,Fully-configurable even-keeled installation,3398.0,4022.0,3.75,2.94
Instagram,Upgradable regional solution,1234.0,2187.0,1.87,1.54
Facebook,Polarized directional flexibility,4324.0,3182.0,2.32,4.46
TikTok,Multi-lateral global matrix,3670.0,,3.65,2.97
Google Ads,Triple-buffered global attitude,4489.0,1039.0,2.98,2.93
Instagram,Profound solution-oriented data-warehouse,1070.0,2989.0,2.88,1.58
TikTok,Implemented systemic encryption,3906.0,3309.0,1.37,3.17
Instagram,Phased transitional model,9065.0,2512.0,3.97,3.38
Instagram,Upgradable 5thgeneration concept,2742.0,3468.0,1.32,2.67
Facebook,Object-based bi-directional function,8606.0,1399.0,1.08,2.16
Google Ads,Operative optimal knowledge user,2242.0,1934.0,4.38,1.28
Facebook,Multi-layered clear-thinking success,2852.0,497.0,2.19,4.54
Instagram,Up-sized full-range customer loyalty,6587.0,4475.0,2.83,
Facebook,Managed impactful parallelism,2480.0,3343.0,2.17,2.26
Facebook,Multi-layered bifurcated flexibility,8481.0,1277.0,3.31,3.52
Google Ads,Assimilated stable website,1178.0,4345.0,4.76,1.79
Facebook,Managed stable info-mediaries,3103.0,,4.91,4.03
Google Ads,Virtual human-resource orchestration,548.0,1343.0,0.69,2.23
TikTok,Organic intangible matrices,6430.0,1715.0,0.59,4.96
TikTok,Programmable global success,6584.0,1027.0,3.19,4.3
Facebook,Ergonomic systemic emulation,6879.0,3845.0,2.29,
Instagram,Front-line actuating intranet,7129.0,1250.0,1.31,
Google Ads,Distributed optimal analyzer,6775.0,1028.0,4.81,4.31
Instagram,Enhanced composite infrastructure,3736.0,663.0,,1.8
Facebook,Decentralized bandwidth-monitored installation,6178.0,2674.0,2.69,3.08
Google Ads,Open-source incremental orchestration,2220.0,2898.0,0.24,2.19
TikTok,Innovative next generation knowledge user,2072.0,1408.0,2.42,3.23
TikTok,Stand-alone needs-based time-frame,6676.0,1733.0,2.4,2.75
Google Ads,Fully-configurable leadingedge model,6813.0,569.0,4.0,2.13
Instagram,Multi-layered fault-tolerant firmware,947.0,1561.0,0.3,3.55
Facebook,Proactive stable flexibility,9706.0,469.0,3.28,4.06
Facebook,Persistent mission-critical success,2119.0,3303.0,3.74,1.99
Instagram,Networked regional algorithm,5145.0,3231.0,1.38,3.97
Instagram,Profound dynamic collaboration,7051.0,3502.0,0.27,4.72
Instagram,Enhanced fault-tolerant encryption,2279.0,3916.0,3.84,4.39
Instagram,Persistent hybrid analyzer,9881.0,823.0,0.35,2.51
Instagram,Vision-oriented composite portal,7048.0,4820.0,3.41,4.05
Facebook,,5561.0,1982.0,2.23,1.67
Instagram,Organic optimal array,5576.0,2976.0,4.18,3.93
TikTok,,9944.0,4608.0,3.93,4.47
Google Ads,Realigned asymmetric toolset,2860.0,4511.0,3.46,3.08
Facebook,Open-source asymmetric matrices,1775.0,2291.0,3.03,3.24
TikTok,Diverse composite collaboration,8511.0,3868.0,3.62,3.8
TikTok,Persistent composite hub,8317.0,3592.0,3.96,1.97
Facebook,Versatile disintermediate attitude,8038.0,2061.0,1.04,4.89
Facebook,Adaptive global service-desk,9229.0,2790.0,2.97,1.37
Facebook,Face-to-face zero administration approach,2081.0,3295.0,0.77,4.42
Facebook,Monitored methodical projection,1243.0,2132.0,1.91,2.4
TikTok,Pre-emptive bi-directional alliance,801.0,2780.0,4.85,1.02
Instagram,Managed optimizing superstructure,8465.0,3064.0,4.3,1.85
Facebook,Advanced dedicated initiative,5116.0,4485.0,4.48,1.43
Instagram,Focused fresh-thinking model,1063.0,826.0,0.67,1.56
TikTok,Inverse real-time methodology,3920.0,3999.0,0.4,4.78
Instagram,Integrated needs-based secured line,1019.0,4104.0,4.0,2.43
Google Ads,Proactive eco-centric framework,7674.0,1775.0,2.5,1.78
Facebook,Ameliorated multi-tasking emulation,6037.0,1297.0,0.33,4.15
TikTok,Reactive mission-critical system engine,1677.0,27.0,0.25,1.95
Google Ads,Managed didactic emulation,2534.0,4718.0,2.12,4.9
Instagram,Devolved leadingedge website,9007.0,2926.0,2.77,1.74
Google Ads,Devolved hybrid approach,7562.0,3207.0,2.43,4.04
Google Ads,,9301.0,1504.0,3.0,4.5
TikTok,Polarized fault-tolerant frame,3974.0,4506.0,2.6,2.91
Facebook,Expanded disintermediate complexity,5300.0,3962.0,0.24,1.2
Instagram,Business-focused multi-state groupware,8877.0,1096.0,1.01,3.7
Google Ads,,3747.0,1403.0,1.27,3.21
Facebook,Versatile 3rdgeneration ability,7890.0,80.0,4.82,2.78
Facebook,Managed even-keeled initiative,1906.0,2993.0,0.16,4.77
Google Ads,Switchable 24hour strategy,4075.0,4963.0,4.93,4.33
Instagram,Team-oriented foreground access,451.0,1395.0,1.34,1.22
Google Ads,Sharable demand-driven website,1337.0,3519.0,1.55,2.85
Facebook,,5376.0,4976.0,4.47,4.66
Facebook,Multi-channeled upward-trending toolset,9963.0,3014.0,0.2,3.11
Google Ads,Diverse eco-centric workforce,274.0,854.0,2.66,1.18
Facebook,Right-sized explicit knowledgebase,6534.0,1834.0,4.55,2.76
TikTok,Visionary fresh-thinking attitude,8944.0,3851.0,3.98,1.51
Facebook,Object-based asymmetric function,2442.0,279.0,2.34,2.72
Facebook,Re-contextualized incremental attitude,2868.0,1696.0,4.71,2.12
Google Ads,Centralized optimizing orchestration,6384.0,4479.0,3.77,2.92
Facebook,Operative regional Internet solution,5864.0,4152.0,1.65,4.15
Facebook,Managed methodical Local Area Network,9228.0,1289.0,1.83,1.17
Facebook,Synergized impactful orchestration,1318.0,2682.0,4.01,4.96
Facebook,Persistent mission-critical project,3465.0,217.0,4.27,2.27
Facebook,Persevering 4thgeneration help-desk,7957.0,3309.0,1.11,1.05
TikTok,Managed intermediate capacity,8337.0,2319.0,2.08,3.86
Facebook,Balanced didactic matrix,,1307.0,0.45,4.11
TikTok,Enhanced uniform core,4391.0,2620.0,3.78,2.8
Facebook,Cloned coherent utilization,8715.0,4011.0,1.76,2.18
Instagram,Expanded static product,8535.0,2509.0,4.24,4.5
Facebook,Reduced scalable infrastructure,8003.0,3515.0,0.65,2.81
Facebook,Synchronized intermediate initiative,9646.0,2974.0,0.85,2.81
Facebook,Pre-emptive explicit customer loyalty,885.0,3422.0,3.5,
Instagram,Synchronized analyzing conglomeration,4853.0,1572.0,3.28,2.78
Facebook,Seamless cohesive matrices,3850.0,2810.0,4.69,2.51
TikTok,Robust web-enabled hardware,5145.0,3899.0,,3.56
TikTok,Innovative encompassing encryption,6444.0,3066.0,2.91,2.34
Facebook,Compatible optimal Graphic Interface,5680.0,78.0,2.75,4.11
Facebook,,4342.0,2085.0,2.46,1.78
Google Ads,Universal fault-tolerant intranet,7961.0,4595.0,4.69,2.48
Instagram,Sharable content-based Internet solution,275.0,1900.0,3.68,2.12
Google Ads,Cross-group demand-driven adapter,6935.0,,1.78,2.83
Facebook,Operative optimal neural-net,,1664.0,,4.67
TikTok,Persevering attitude-oriented interface,4210.0,4603.0,3.21,3.06
Facebook,Quality-focused local open system,5676.0,2796.0,4.17,1.6
Google Ads,,6158.0,2558.0,1.66,4.24
Google Ads,User-friendly discrete pricing structure,1439.0,3150.0,3.72,1.5
Facebook,Enhanced mobile collaboration,5143.0,82.0,2.42,1.47
Google Ads,,951.0,319.0,2.42,2.64
Instagram,,1585.0,172.0,3.66,1.32
Instagram,Focused web-enabled throughput,9174.0,1597.0,2.3,4.77
Facebook,Polarized foreground focus group,7965.0,1455.0,1.77,1.11
Instagram,Re-contextualized eco-centric capability,6612.0,4176.0,4.17,1.02
Instagram,Down-sized bandwidth-monitored database,3618.0,318.0,2.97,3.54
Facebook,Balanced mobile info-mediaries,,2561.0,0.27,1.29
Facebook,Robust foreground methodology,2315.0,2257.0,,2.19
Instagram,Progressive global matrices,5666.0,2138.0,4.32,3.9
Instagram,Universal tangible solution,268.0,4737.0,4.97,2.24
Facebook,Inverse bandwidth-monitored synergy,7725.0,2437.0,4.66,1.53
,Optional local customer loyalty,3629.0,3873.0,0.21,
Instagram,Seamless even-keeled artificial intelligence,8780.0,4834.0,3.47,1.12
TikTok,,9978.0,1275.0,2.58,4.45
TikTok,Devolved didactic migration,5257.0,1359.0,0.72,3.14
TikTok,Centralized bifurcated secured line,7045.0,4912.0,3.15,1.36
Facebook,Focused reciprocal parallelism,9955.0,2595.0,3.69,3.16
TikTok,Virtual static workforce,6892.0,658.0,0.97,2.45
TikTok,Enhanced maximized parallelism,879.0,4722.0,2.84,4.65
Facebook,Secured 4thgeneration algorithm,5783.0,4781.0,0.73,3.1
Instagram,Self-enabling zero administration attitude,6539.0,176.0,4.46,1.23
TikTok,Reduced static system engine,7282.0,4361.0,1.38,2.72
TikTok,,9757.0,2005.0,3.77,1.73
Google Ads,,,4872.0,3.48,3.27
TikTok,Enhanced human-resource info-mediaries,634.0,1142.0,4.55,4.41
Google Ads,Sharable optimal process improvement,7420.0,797.0,1.36,3.35
Instagram,Managed optimal website,,1130.0,1.54,4.65
Instagram,Integrated zero-defect hierarchy,1831.0,1895.0,1.5,2.42
Facebook,Public-key impactful parallelism,,4243.0,2.32,4.39
Instagram,Customer-focused discrete time-frame,3243.0,4195.0,3.63,2.18
Facebook,Digitized zero tolerance archive,9319.0,4297.0,3.89,4.63
,Enterprise-wide cohesive complexity,6260.0,757.0,3.05,2.03
TikTok,Intuitive cohesive functionalities,6132.0,1582.0,2.91,1.23
Instagram,Innovative 24hour encoding,8333.0,3297.0,,2.61
TikTok,Polarized upward-trending approach,7326.0,4392.0,1.04,4.05
TikTok,Function-based explicit standardization,2834.0,2931.0,0.98,3.78
TikTok,Digitized clear-thinking approach,7008.0,3437.0,3.21,3.42
Google Ads,Visionary cohesive data-warehouse,7827.0,4880.0,3.0,3.1
Facebook,,7247.0,3322.0,4.34,4.22
TikTok,Balanced needs-based approach,8170.0,2473.0,1.12,2.47
TikTok,Reduced systemic initiative,254.0,3230.0,4.26,4.26
Instagram,,1747.0,561.0,2.78,1.7
Google Ads,,1879.0,211.0,0.23,2.96
Google Ads,Seamless uniform circuit,237.0,3016.0,0.76,2.98
Facebook,Pre-emptive encompassing service-desk,9667.0,359.0,4.86,3.97
TikTok,Digitized uniform task-force,5010.0,4342.0,2.65,3.77
Facebook,Open-source neutral monitoring,8080.0,844.0,,1.6
TikTok,Advanced 4thgeneration Local Area Network,712.0,2023.0,4.6,4.21
Instagram,Focused didactic project,4285.0,76.0,4.11,3.24
Facebook,Diverse fresh-thinking open architecture,6516.0,,4.19,1.64
Facebook,Configurable bi-directional middleware,2099.0,1250.0,1.85,3.35
Facebook,Centralized value-added contingency,5374.0,2281.0,3.07,3.34
TikTok,Upgradable analyzing concept,,,,3.26
Google Ads,Upgradable attitude-oriented groupware,5215.0,3107.0,2.38,3.1
Instagram,Organized multi-state conglomeration,363.0,1945.0,4.05,1.48
Instagram,Operative grid-enabled hierarchy,1411.0,137.0,0.3,
Instagram,Focused optimizing groupware,8207.0,3680.0,4.87,1.44
Facebook,User-centric hybrid success,9737.0,1566.0,3.67,4.69
TikTok,Inverse tertiary groupware,5836.0,1597.0,1.01,3.37
TikTok,Self-enabling contextually-based database,3301.0,4231.0,3.69,4.0
TikTok,Persistent directional approach,888.0,1908.0,4.69,3.66
Facebook,Re-contextualized exuding installation,125.0,2819.0,0.33,4.31
Facebook,De-engineered local Local Area Network,4696.0,252.0,0.29,1.33
Instagram,Organized responsive toolset,5648.0,4654.0,1.28,
Instagram,Extended incremental infrastructure,1590.0,543.0,3.23,3.68
Instagram,Horizontal client-server application,5826.0,4889.0,1.02,2.07
TikTok,Multi-channeled interactive open system,9514.0,4914.0,2.27,3.68
TikTok,Visionary didactic hierarchy,4842.0,609.0,1.12,3.62
Facebook,Digitized encompassing methodology,2814.0,2514.0,4.69,3.1
Instagram,Public-key eco-centric productivity,6440.0,3046.0,1.16,2.5
Google Ads,Self-enabling secondary implementation,9442.0,2337.0,4.51,1.96
TikTok,User-centric optimizing secured line,,3247.0,4.68,2.39
Instagram,Universal modular core,6931.0,1162.0,,3.85
TikTok,Assimilated demand-driven budgetary management,9764.0,3345.0,1.62,1.43
TikTok,Re-contextualized secondary access,5266.0,3213.0,2.22,1.33
Instagram,,4749.0,267.0,1.01,4.26
Instagram,Horizontal human-resource hierarchy,2355.0,4453.0,4.48,2.44
Facebook,Horizontal systematic framework,488.0,2470.0,1.83,1.41
TikTok,Self-enabling bottom-line complexity,3968.0,3055.0,3.7,
TikTok,Sharable empowering array,4350.0,382.0,4.35,3.24
TikTok,Ergonomic explicit data-warehouse,6373.0,1763.0,3.02,3.26
Google Ads,Function-based coherent encoding,6218.0,3616.0,2.89,4.95
TikTok,Extended foreground initiative,7393.0,4594.0,4.5,3.71
Facebook,Reverse-engineered bandwidth-monitored encoding,8926.0,,2.58,3.49
Facebook,Persistent zero administration concept,6220.0,186.0,3.2,1.98
TikTok,Reverse-engineered intangible throughput,4461.0,2389.0,4.0,4.01
Instagram,Multi-channeled upward-trending artificial intelligence,9173.0,1284.0,4.21,1.87
Google Ads,Balanced didactic access,392.0,4024.0,,4.17
Google Ads,Organized analyzing middleware,4730.0,1772.0,2.84,
Google Ads,Distributed needs-based projection,8083.0,1524.0,3.58,4.21
Facebook,Mandatory background neural-net,121.0,3198.0,0.62,3.45
Facebook,Cross-group secondary info-mediaries,9049.0,4453.0,3.16,4.97
Instagram,Ameliorated bandwidth-monitored frame,8067.0,2685.0,3.05,2.9
TikTok,Object-based tangible standardization,168.0,2523.0,3.09,2.37
TikTok,Up-sized interactive matrices,1679.0,3786.0,0.25,4.51
,Synergized eco-centric encryption,5470.0,1690.0,2.29,1.72
Facebook,Vision-oriented scalable collaboration,7571.0,4187.0,4.04,2.79
TikTok,Synergistic cohesive open system,324.0,4592.0,,3.99
Facebook,Centralized optimal function,1103.0,3430.0,3.7,1.35
Instagram,Expanded scalable workforce,1752.0,3755.0,0.79,2.16
Facebook,Cloned background leverage,8121.0,,1.92,1.32
Facebook,Polarized coherent flexibility,8506.0,1706.0,2.27,4.61
Facebook,Ameliorated heuristic projection,7686.0,196.0,,3.59
Instagram,Advanced bottom-line contingency,5629.0,804.0,4.28,2.8
TikTok,Future-proofed bi-directional service-desk,5148.0,1023.0,1.85,1.79
Google Ads,Proactive didactic structure,3209.0,988.0,2.21,4.46
Google Ads,Ergonomic local analyzer,2854.0,4852.0,0.69,1.82
Google Ads,Multi-channeled 3rdgeneration benchmark,5135.0,4345.0,4.14,4.08
,Realigned homogeneous contingency,,1515.0,4.87,3.38
TikTok,Focused radical complexity,7310.0,3289.0,3.11,3.45
Facebook,Public-key discrete circuit,9757.0,3713.0,2.28,
Facebook,Pre-emptive optimal capability,1082.0,4690.0,1.11,4.06
Facebook,Team-oriented fault-tolerant superstructure,8905.0,1589.0,2.97,2.16
Google Ads,Robust transitional process improvement,1111.0,2675.0,0.28,1.45
Facebook,Proactive zero-defect collaboration,,1185.0,1.87,3.55
Facebook,Expanded dedicated help-desk,7191.0,669.0,1.73,4.19
Instagram,,1390.0,2980.0,4.32,3.61
Google Ads,Synchronized 3rdgeneration algorithm,8232.0,2882.0,1.63,
TikTok,Visionary neutral solution,3851.0,4389.0,4.94,3.42
Facebook,Universal tertiary Internet solution,8606.0,4388.0,2.32,4.86
Instagram,Operative 24hour knowledgebase,7902.0,3024.0,4.52,1.24
Instagram,Cloned 24hour protocol,8537.0,250.0,1.01,2.97
Instagram,,8698.0,1428.0,1.13,4.89
Facebook,Multi-tiered national synergy,7905.0,459.0,0.91,3.15
Facebook,Integrated executive support,2223.0,101.0,2.1,3.38
,Sharable user-facing leverage,,2865.0,3.66,1.83
Instagram,Secured exuding intranet,701.0,4883.0,2.49,4.3
Instagram,Vision-oriented modular open system,7037.0,3443.0,3.72,4.17
Instagram,Progressive responsive core,3543.0,1539.0,3.23,1.89
TikTok,Synchronized didactic hierarchy,3306.0,2163.0,1.71,1.07
TikTok,Enhanced directional customer loyalty,8207.0,2482.0,4.85,4.82
Instagram,Extended methodical customer loyalty,4213.0,4610.0,2.96,1.27
Instagram,Multi-tiered empowering standardization,2092.0,4566.0,1.3,3.07
Google Ads,Fully-configurable object-oriented protocol,8682.0,1616.0,1.92,2.43
Google Ads,Intuitive bi-directional toolset,329.0,2711.0,3.76,2.44
Google Ads,Robust human-resource forecast,6177.0,,,1.57
Facebook,Streamlined methodical Internet solution,2518.0,3468.0,2.99,1.23
Google Ads,Grass-roots grid-enabled Local Area Network,7557.0,1084.0,1.06,1.06
Instagram,Enhanced even-keeled Graphical User Interface,8497.0,899.0,0.22,1.09
Instagram,Devolved cohesive methodology,9323.0,4651.0,4.53,4.82
